"CWNS_ID","FACILITY_ID","STATE_CODE","INFRASTRUCTURE_TYPE","POPULATION_TYPE","RESIDENTIAL_POP_2022","RESIDENTIAL_POP_2042","NONRESIDENTIAL_POP_2022","NONRESIDENTIAL_POP_2042","TOTAL_RES_POPULATION_2022","TOTAL_RES_POPULATION_2042","TOTAL_NONRES_POPULATION_2022","TOTAL_NONRES_POPULATION_2042","TREATED_DISCHARGE_PERCENTAGE_2022","TREATED_DISCHARGE_PERCENTAGE_2042","NET_TREATED_POPULATION_2022","NET_TREATED_POPULATION_2042","NO_DISCHARGE_PERCENTAGE_2022","NO_DISCHARGE_PERCENTAGE_2042","NO_DISCHARGE_POPULATION_2022","NO_DISCHARGE_POPULATION_2042","PART_OF_SEWERSHED","END_FACILITY"
"06002053001",1175311,"CA","Wastewater","Receiving Collection",4981,4981,423,423,4981,4981,423,423,1,1,4981,4981,0.1,0.1,498,498,"","Y"
"06004014001",1175501,"CA","Wastewater","Receiving Collection",34200,36095,,,34200,36095,0,0,1,1,34200,36095,0.5,0.5,17100,17100,"","Y"
"06005284001",1175750,"CA","Wastewater","Receiving Collection",15660,24840,,,15660,24840,0,0,1,1,15660,24840,1,1,15660,15660,"","Y"
"06005654001",1175840,"CA","Wastewater","Receiving Collection",2171,2098,,,2171,2098,0,0,1,1,2171,2098,1,1,2171,2171,"","Y"
"06003038006",441073,"CA","Wastewater","Receiving Collection",71,92,,,71,92,0,0,0,0,0,0,,,,,"Y",""
"06001070001",1175229,"CA","Wastewater","Receiving Collection",1904,1904,,,1904,1904,0,0,1,1,1904,1904,,,,,"","Y"
"06002026001",1175284,"CA","Wastewater","Receiving Collection",112869,119091,,,112869,119091,0,0,0,0,0,0,,,,,"Y",""
"06004003001",1175458,"CA","Wastewater","Receiving Collection",114190,118112,,,114190,118112,0,0,1,1,114190,118112,0.05,0.05,5710,5710,"","Y"
"06004009009",1175485,"CA","Wastewater","Receiving Collection",136780,148897,,,159280,175897,0,0,1,1,159280,175897,0.5,0.5,79640,79640,"Y","Y"
"06008017001",1175970,"CA","Wastewater","Receiving Collection",11836,13950,,,11836,13950,0,0,0,0,0,0,,,,,"Y",""
"06009013001",1176044,"CA","Wastewater","Receiving Collection",18929,8297,,,18929,8297,0,0,0,0,0,0,,,,,"Y",""
"06003035001",1238813,"CA","Wastewater","Receiving Collection",2307,2547,,,2307,2547,0,0,1,1,2307,2547,1,1,2307,2307,"","Y"
"06002074001",1175336,"CA","Wastewater","Receiving Collection",4847,4204,,,4847,4204,0,0,1,1,4847,4204,0.6,0.6,2908,2908,"","Y"
"06003012001",1175381,"CA","Wastewater","Receiving Collection",238140,238140,52920,52920,409354,427421,53026,53026,1,1,409354,427421,0.15,0.15,61403,61403,"Y","Y"
"06003047001",1175415,"CA","Wastewater","Receiving Collection",1715,1715,,,1715,1715,0,0,1,1,1715,1715,,,,,"","Y"
"06004010004",1175494,"CA","Wastewater","Receiving Collection",0,0,,,919987,919987,105840,105840,1,1,919987,919987,0.34,0.34,312796,312796,"Y","Y"
"06005081001",1175598,"CA","Wastewater","Receiving Collection",47700,55170,,,47700,55170,0,0,1,1,47700,55170,0.4,0.4,19080,19080,"","Y"
"06005102002",1175625,"CA","Wastewater","Receiving Collection",3916,4635,291,291,3916,4635,291,291,0,0,0,0,,,,,"Y",""
"06005157001",1175675,"CA","Wastewater","Receiving Collection",3242,3242,318,318,3242,3242,318,318,1,1,3242,3242,0.4,0.4,1297,1297,"","Y"
"06005297001",1175754,"CA","Wastewater","Receiving Collection",5580,6750,,,5580,6750,0,0,1,1,5580,6750,1,1,5580,5580,"","Y"
"06008016001",1175967,"CA","Wastewater","Receiving Collection",23643,25506,,,23643,25506,0,0,0,0,0,0,,,,,"Y",""
"06001028001",1175196,"CA","Wastewater","Receiving Collection",6928,6369,,,6928,6369,0,0,1,1,6928,6369,,,,,"","Y"
"06001691001",1175260,"CA","Wastewater","Receiving Collection",360,422,,,360,422,0,0,0,0,0,0,,,,,"Y",""
"06002123001",1175357,"CA","Wastewater","Receiving Collection",1,1,84672,84672,1,1,84672,84672,1,1,1,1,,,,,"","Y"
"06004016001",1175503,"CA","Wastewater","Receiving Collection",3420,3620,0,0,3420,3620,0,0,1,1,3420,3620,,,,,"","Y"
"06005038001",1175558,"CA","Wastewater","Receiving Collection",1363,1363,4445,4445,1363,1363,4445,4445,1,1,1363,1363,1,1,1363,1363,"","Y"
"06005082004",1175601,"CA","Wastewater","Receiving Collection",127,127,,,127,127,0,0,1,1,127,127,1,1,127,127,"","Y"
"06005082020",1175605,"CA","Wastewater","Receiving Collection",127,127,,,127,127,0,0,1,1,127,127,1,1,127,127,"","Y"
"06005186001",1175695,"CA","Wastewater","Receiving Collection",3102,3102,,,3102,3102,0,0,1,1,3102,3102,1,1,3102,3102,"","Y"
"06005349001",1175784,"CA","Wastewater","Receiving Collection",2547,1944,,,2547,1944,0,0,1,1,2547,1944,1,1,2547,2547,"","Y"
"06008041002",1175996,"CA","Wastewater","Receiving Collection",0,0,,,155111,186680,0,0,1,1,155111,186680,0.1,0.3,15511,46533,"Y","Y"
"06009012001",1176043,"CA","Wastewater","Receiving Collection",503,675,,,503,675,0,0,1,1,503,675,,,,,"","Y"
"06009031004",1176069,"CA","Wastewater","Receiving Collection",0,0,,,146085,166694,0,0,1,1,146085,166694,0.55,0.55,80347,80347,"Y","Y"
"06001036001",1175202,"CA","Wastewater","Receiving Collection",24793,23963,,,24793,23963,0,0,1,1,24793,23963,0.38,0.38,9421,9421,"","Y"
"06004011008",1175496,"CA","Wastewater","Receiving Collection",19541,16742,,,19541,16742,0,0,0,0,0,0,,,,,"Y",""
"06005001001",1175523,"CA","Wastewater","Receiving Collection",21316,26370,,,21316,26370,0,0,1,1,21316,26370,1,1,21316,21316,"","Y"
"06005063001",1175584,"CA","Wastewater","Receiving Collection",1130,1047,,,1130,1047,0,0,1,1,1130,1047,,,,,"","Y"
"06005216001",1175710,"CA","Wastewater","Receiving Collection",15906,21422,,,15906,21422,0,0,0,0,0,0,,,,,"Y",""
"06005649001",1175839,"CA","Wastewater","Receiving Collection",68400,90000,,,68400,90000,0,0,0,0,0,0,,,,,"Y",""
"06009016001",1176048,"CA","Wastewater","Receiving Collection",5133,5133,,,5133,5133,0,0,1,1,5133,5133,1,1,5133,5133,"","Y"
"06002151001",1175363,"CA","Wastewater","Receiving Collection",1371,1440,,,1371,1440,0,0,0,0,0,0,,,,,"Y",""
"06004024001",1175511,"CA","Wastewater","Receiving Collection",27000,28260,,,27000,28260,0,0,0,0,0,0,,,,,"Y",""
"06005082003",1175600,"CA","Wastewater","Receiving Collection",858,858,,,858,858,0,0,1,1,858,858,1,1,858,858,"","Y"
"06005179001",1175689,"CA","Wastewater","Receiving Collection",11096,15452,,,11096,15452,0,0,1,1,11096,15452,1,1,11096,11096,"","Y"
"06007003001",1175910,"CA","Wastewater","Receiving Collection",43131,43131,41643,41643,43131,43131,41643,41643,1,1,43131,43131,1,1,43131,43131,"","Y"
"06009015003",1176047,"CA","Wastewater","Receiving Collection",13770,13770,,,13770,13770,0,0,1,1,13770,13770,1,1,13770,13770,"","Y"
"06002158001",3484151,"CA","Wastewater","Receiving Collection",39056,45000,,,39056,45000,0,0,0,0,0,0,,,,,"Y",""
"06005246001",1175732,"CA","Wastewater","Receiving Collection",19661,15695,,,19661,15695,0,0,1,1,19661,15695,1,1,19661,19661,"","Y"
"06008035001",1175990,"CA","Wastewater","Receiving Collection",76658,95974,,,76658,95974,0,0,0,0,0,0,,,,,"Y",""
"06008074001",1176020,"CA","Wastewater","Receiving Collection",46147,47233,,,46147,47233,0,0,0,0,0,0,,,,,"Y",""
"06009025001",1176057,"CA","Wastewater","Receiving Collection",286,286,318,318,286,286,318,318,1,1,286,286,1,1,286,286,"","Y"
"06002028001",1175286,"CA","Wastewater","Receiving Collection",4562,4562,,,4562,4562,0,0,0,0,0,0,,,,,"Y",""
"06001003001",1175169,"CA","Wastewater","Receiving Collection",2977,3092,,,2977,3092,0,0,1,1,2977,3092,1,1,2977,2977,"","Y"
"06001093001",1175240,"CA","Wastewater","Receiving Collection",748,748,,,748,748,0,0,1,1,748,748,1,1,748,748,"","Y"
"06002023001",1175281,"CA","Wastewater","Receiving Collection",0,0,,,187226,219544,0,0,1,1,187226,219544,0.5,0.5,93613,93613,"Y","Y"
"06002082001",1175340,"CA","Wastewater","Receiving Collection",25357,27301,,,25357,27301,0,0,1,1,25357,27301,,,,,"","Y"
"06003080001",1175444,"CA","Wastewater","Receiving Collection",476,476,,,476,476,0,0,1,1,476,476,1,1,476,476,"","Y"
"06005158001",1175676,"CA","Wastewater","Receiving Collection",6750,7380,,,6750,7380,0,0,1,1,6750,7380,1,1,6750,6750,"","Y"
"06001004001",1175170,"CA","Wastewater","Receiving Collection",129,129,159,159,129,129,159,159,1,1,129,129,1,1,129,129,"","Y"
"06002069001",1175329,"CA","Wastewater","Receiving Collection",30188,26284,847,847,30188,26284,847,847,1,1,30188,26284,0.5,0.5,15094,15094,"","Y"
"06005053001",1175571,"CA","Wastewater","Receiving Collection",895616,895616,,,895616,895616,0,0,1,1,895616,895616,1,1,895616,895616,"","Y"
"06005335001",1175774,"CA","Wastewater","Receiving Collection",286,286,,,286,286,0,0,1,1,286,286,1,1,286,286,"","Y"
"06006020001",1175875,"CA","Wastewater","Receiving Collection",12349,12349,14897,14897,12349,12349,14897,14897,0,0,0,0,,,,,"Y",""
"06007002001",1175909,"CA","Wastewater","Receiving Collection",39493,42300,,,39493,42300,0,0,1,1,39493,42300,,,,,"","Y"
"06008034001",1175989,"CA","Wastewater","Receiving Collection",0,0,,,25153,30272,0,0,1,1,25153,30272,1,1,25153,25153,"Y","Y"
"06009006001",1176037,"CA","Wastewater","Receiving Collection",0,0,0,0,34096,34490,5292,5292,1,1,34096,34490,0.2,0.2,6819,6819,"Y","Y"
"06009019001",1176050,"CA","Wastewater","Receiving Collection",0,0,,,49715,49670,0,0,1,1,49715,49670,,,,,"Y","Y"
"06000203200",3509698,"CA","Wastewater","Receiving Collection",582120,684419,,,582120,684419,0,0,0,0,0,0,,,,,"Y",""
"06002107001",1175346,"CA","Wastewater","Receiving Collection",23940,27720,,,23940,27720,0,0,0,0,0,0,,,,,"Y",""
"06004009006",1175482,"CA","Wastewater","Receiving Collection",189973,209563,,,189973,209563,0,0,1,1,189973,209563,0.3,0.3,56992,56992,"","Y"
"06005112001",1175643,"CA","Wastewater","Receiving Collection",7112,7112,,,7112,7112,0,0,1,1,7112,7112,1,1,7112,7112,"","Y"
"06008065001",1176011,"CA","Wastewater","Receiving Collection",130778,147106,,,130778,147106,0,0,0,0,0,0,,,,,"Y",""
"06003046001",1175414,"CA","Wastewater","Receiving Collection",49,49,,,49,49,0,0,1,1,49,49,1,1,49,49,"","Y"
"06001040001",1175205,"CA","Wastewater","Receiving Collection",1080,1080,,,1080,1080,0,0,1,1,1080,1080,0.5,0.5,540,540,"","Y"
"06001168001",3477030,"CA","Wastewater","Receiving Collection",629,629,,,629,629,0,0,1,1,629,629,1,1,629,629,"","Y"
"06002122001",1175356,"CA","Wastewater","Receiving Collection",28067,32591,6350,6350,28067,32591,6350,6350,0,0,0,0,,,,,"Y",""
"06003027001",1175394,"CA","Wastewater","Receiving Collection",28403,31633,,,34557,38383,0,0,1,1,34557,38383,0.2,0.2,6911,6911,"Y","Y"
"06005040001",1175560,"CA","Wastewater","Receiving Collection",12420,13500,,,12420,13500,0,0,1,1,12420,13500,,,,,"","Y"
"06005187001",1175696,"CA","Wastewater","Receiving Collection",3760,3420,,,4899,4559,0,0,1,1,4899,4559,0.1,0.1,490,490,"Y","Y"
"06005197001",1175701,"CA","Wastewater","Receiving Collection",58503,58503,2699,2699,60548,60548,2699,2699,1,1,60548,60548,1,1,60548,60548,"Y","Y"
"06005315002",1175764,"CA","Wastewater","Receiving Collection",13168,15351,,,13168,15351,0,0,1,1,13168,15351,1,1,13168,13168,"","Y"
"06005421001",1175804,"CA","Wastewater","Receiving Collection",3731,4680,,,7647,9315,291,291,1,1,7647,9315,,,,,"Y","Y"
"06008033001",1175988,"CA","Wastewater","Receiving Collection",0,0,,,455138,796418,0,0,1,1,455138,796418,,,,,"Y","Y"
"06002043001",1175301,"CA","Wastewater","Receiving Collection",90969,90969,,,155584,167466,0,0,1,1,155584,167466,,,,,"Y","Y"
"06003066001",1175434,"CA","Wastewater","Receiving Collection",1629,1629,,,1629,1629,0,0,0,0,0,0,,,,,"Y",""
"06005178001",1175688,"CA","Wastewater","Receiving Collection",9287,9268,,,9531,9412,0,0,1,1,9531,9412,1,1,9531,9531,"Y","Y"
"06007069001",1175944,"CA","Wastewater","Receiving Collection",0,0,25150,27000,0,0,25150,27000,1,1,0,0,1,1,0,0,"","Y"
"06008012001",1175963,"CA","Wastewater","Receiving Collection",35798,64156,,,35798,64156,0,0,1,1,35798,64156,0.55,0.55,19689,19689,"","Y"
"06002032003",1175289,"CA","Wastewater","Receiving Collection",0,0,,,585360,687659,973,973,1,1,585360,687659,,,,,"Y","Y"
"06002057001",1175314,"CA","Wastewater","Receiving Collection",90000,110700,,,90000,110700,0,0,1,1,90000,110700,0.15,0.15,13500,13500,"","Y"
"06003041001",1175408,"CA","Wastewater","Receiving Collection",5670,5670,,,9926,10098,0,0,1,1,9926,10098,1,1,9926,9926,"Y","Y"
"06003069001",1175437,"CA","Wastewater","Receiving Collection",11348,10558,,,11348,10558,0,0,0,0,0,0,,,,,"Y",""
"06001008001",1175175,"CA","Wastewater","Receiving Collection",1350,1350,,,1350,1350,0,0,1,1,1350,1350,,,,,"","Y"
"06001024001",1175192,"CA","Wastewater","Receiving Collection",5940,4320,,,5940,4320,0,0,0,0,0,0,,,,,"Y",""
"06001099001",1175246,"CA","Wastewater","Receiving Collection",8460,8864,,,8460,8864,0,0,1,1,8460,8864,1,1,8460,8460,"","Y"
"06002029001",1175287,"CA","Wastewater","Receiving Collection",146659,187295,,,146659,187295,0,0,1,1,146659,187295,0.03,0.03,4400,4400,"","Y"
"06002120001",1175354,"CA","Wastewater","Receiving Collection",17680,17680,,,79780,86159,0,0,1,1,79780,86159,,,,,"Y","Y"
"06002121001",1175355,"CA","Wastewater","Receiving Collection",67888,67888,,,67888,67888,0,0,0.22,0.22,14935,14935,0.22,0.22,3286,3286,"Y",""
"06003090001",1175449,"CA","Wastewater","Receiving Collection",5848,5813,,,5848,5813,0,0,0,0,0,0,,,,,"Y",""
"06004010002",1175492,"CA","Wastewater","Receiving Collection",123833,123833,,,123833,123833,0,0,1,1,123833,123833,0.4,0.4,49533,49533,"","Y"
"06005015001",1175537,"CA","Wastewater","Receiving Collection",37150,37150,,,37150,37150,0,0,1,1,37150,37150,1,1,37150,37150,"","Y"
"06005039001",1175559,"CA","Wastewater","Receiving Collection",8049,8049,,,8049,8049,0,0,1,1,8049,8049,1,1,8049,8049,"","Y"
"06005059001",1175578,"CA","Wastewater","Receiving Collection",5122,5850,,,5122,5850,0,0,0,0,0,0,,,,,"Y",""
"06005160001",1175678,"CA","Wastewater","Receiving Collection",3150,3219,631,631,3150,3219,631,631,0,0,0,0,,,,,"Y",""
"06005184001",1175693,"CA","Wastewater","Receiving Collection",90953,108000,,,90953,108000,0,0,1,1,90953,108000,0.35,0.35,31834,31834,"","Y"
"06005682001",1175846,"CA","Wastewater","Receiving Collection",441,475,,,441,475,0,0,1,1,441,475,,,,,"","Y"
"06004011009",1175497,"CA","Wastewater","Receiving Collection",2286,2286,,,2286,2286,0,0,1,1,2286,2286,1,1,2286,2286,"","Y"
"06005035001",1175556,"CA","Wastewater","Receiving Collection",5490,5679,,,5490,5679,0,0,1,1,5490,5679,0.3,0.3,1647,1647,"","Y"
"06005125001",1175656,"CA","Wastewater","Receiving Collection",11569,13012,,,11569,13012,0,0,1,1,11569,13012,1,1,11569,11569,"","Y"
"06005126001",1175657,"CA","Wastewater","Receiving Collection",20411,26954,,,20411,26954,0,0,1,1,20411,26954,1,1,20411,20411,"","Y"
"06005238001",1175725,"CA","Wastewater","Receiving Collection",436,488,,,436,488,0,0,1,1,436,488,1,1,436,436,"","Y"
"06005271001",1175746,"CA","Wastewater","Receiving Collection",1851,1436,,,1851,1436,0,0,1,1,1851,1436,1,1,1851,1851,"","Y"
"06005306001",1175758,"CA","Wastewater","Receiving Collection",12644,10832,,,12644,10832,0,0,1,1,12644,10832,1,1,12644,12644,"","Y"
"06005311001",1175762,"CA","Wastewater","Receiving Collection",293,450,,,293,450,0,0,1,1,293,450,1,1,293,293,"","Y"
"06009036001",1176075,"CA","Wastewater","Receiving Collection",36000,36000,,,36000,36000,0,0,1,1,36000,36000,0.49,0.49,17640,17640,"","Y"
"06009053001",1176088,"CA","Wastewater","Receiving Collection",762,762,,,762,762,0,0,1,1,762,762,1,1,762,762,"","Y"
"06001016001",1175185,"CA","Wastewater","Receiving Collection",104,68,529,529,104,68,529,529,1,1,104,68,1,1,104,104,"","Y"
"06008086001",3380875,"CA","Wastewater","Receiving Collection",18000,20277,,,18000,20277,0,0,1,1,18000,20277,0.5,0.5,9000,9000,"","Y"
"06005294001",3478111,"CA","Wastewater","Receiving Collection",585,585,,,585,585,0,0,1,1,585,585,,,,,"","Y"
"06005082001",1238818,"CA","Wastewater","Receiving Collection",2858,2858,,,2858,2858,0,0,1,1,2858,2858,1,1,2858,2858,"","Y"
"06001056001",3477690,"CA","Wastewater","Receiving Collection",680,680,,,680,680,0,0,1,1,680,680,1,1,680,680,"","Y"
"06008072001",1176018,"CA","Wastewater","Receiving Collection",51654,54842,,,51654,54842,0,0,0,0,0,0,,,,,"Y",""
"06008015001",1175965,"CA","Wastewater","Receiving Collection",117491,179010,,,117491,179010,0,0,0,0,0,0,,,,,"Y",""
"06009076001",1176095,"CA","Wastewater","Receiving Collection",0,0,,,120986,211706,0,0,0.29,0.29,35086,61395,0.29,0.29,10175,10175,"Y",""
"06006033001",1175886,"CA","Wastewater","Receiving Collection",6382,6382,,,6382,6382,0,0,1,1,6382,6382,1,1,6382,6382,"","Y"
"06008010006",3486596,"CA","Wastewater","Receiving Collection",0,0,,,110197,139437,0,0,1,1,110197,139437,0.4,0.4,44079,44079,"Y","Y"
"06002039001",1175297,"CA","Wastewater","Receiving Collection",20270,23397,,,20270,23397,0,0,1,1,20270,23397,,,,,"","Y"
"06005098001",1175618,"CA","Wastewater","Receiving Collection",0,0,,,65424,67449,0,0,1,1,65424,67449,,,,,"Y","Y"
"06005229001",1175718,"CA","Wastewater","Receiving Collection",136,28,,,136,28,0,0,0,0,0,0,,,,,"Y",""
"06005316001",1175765,"CA","Wastewater","Receiving Collection",1682,2147,,,1682,2147,0,0,1,1,1682,2147,1,1,1682,1682,"","Y"
"06008078001",1176024,"CA","Wastewater","Receiving Collection",98730,102150,,,98730,102150,0,0,0,0,0,0,,,,,"Y",""
"06004009003",1175479,"CA","Wastewater","Receiving Collection",827206,886252,,,936523,1001161,0,0,1,1,936523,1001161,0.3,0.3,280957,280957,"Y","Y"
"06005148001",1175668,"CA","Wastewater","Receiving Collection",1151,1490,773,773,1151,1490,773,773,0,0,0,0,,,,,"Y",""
"06005245002",1175731,"CA","Wastewater","Receiving Collection",7524,8651,,,7524,8651,0,0,1,1,7524,8651,,,,,"","Y"
"06004002001",1175457,"CA","Wastewater","Receiving Collection",20700,22376,,,20700,22376,0,0,1,1,20700,22376,,,,,"","Y"
"06004017001",1175504,"CA","Wastewater","Receiving Collection",14846,14846,,,14846,14846,0,0,1,1,14846,14846,1,1,14846,14846,"","Y"
"06005030001",1175552,"CA","Wastewater","Receiving Collection",2045,2045,,,2045,2045,0,0,0,0,0,0,,,,,"Y",""
"06005308001",1175759,"CA","Wastewater","Receiving Collection",1770,1391,,,1770,1391,0,0,1,1,1770,1391,1,1,1770,1770,"","Y"
"06006012001",1175865,"CA","Wastewater","Receiving Collection",245,245,106,106,245,245,106,106,1,1,245,245,1,1,245,245,"","Y"
"06007016001",1175924,"CA","Wastewater","Receiving Collection",1062,1062,103,103,1062,1062,103,103,1,1,1062,1062,1,1,1062,1062,"","Y"
"06008024001",1175978,"CA","Wastewater","Receiving Collection",48518,51473,,,60354,65423,0,0,0,0,0,0,,,,,"Y",""
"06009043001",1176082,"CA","Wastewater","Receiving Collection",104967,123346,,,104967,123346,0,0,0,0,0,0,,,,,"Y",""
"06005000002",3514618,"CA","Wastewater","Receiving Collection",1080000,1350000,,,1080000,1350000,0,0,0,0,0,0,,,,,"Y",""
"06009069001",3368012,"CA","Wastewater","Receiving Collection",900,900,,,900,900,0,0,1,1,900,900,1,1,900,900,"","Y"
"06001017002",480835,"CA","Wastewater","Receiving Collection",2056,1881,,,2056,1881,0,0,0,0,0,0,,,,,"Y",""
"06008058001",1176007,"CA","Wastewater","Receiving Collection",163199,170100,,,163199,170100,0,0,0,0,0,0,,,,,"Y",""
"06006001002",3483573,"CA","Wastewater","Receiving Collection",409,409,,,409,409,0,0,0,0,0,0,,,,,"Y",""
"06001012001",1175182,"CA","Wastewater","Receiving Collection",1260,958,,,1260,958,0,0,1,1,1260,958,1,1,1260,1260,"","Y"
"06002024001",1175282,"CA","Wastewater","Receiving Collection",19710,21579,7409,7409,19710,21579,7409,7409,1,1,19710,21579,,,,,"","Y"
"06003022001",1175389,"CA","Wastewater","Receiving Collection",15727,15727,,,15727,15727,0,0,1,1,15727,15727,1,1,15727,15727,"","Y"
"06005227001",1238820,"CA","Wastewater","Receiving Collection",56297,110499,,,120655,195918,0,0,1,1,120655,195918,,,,,"Y","Y"
"06001064001",1175223,"CA","Wastewater","Receiving Collection",760,629,,,760,629,0,0,1,1,760,629,1,1,760,760,"","Y"
"06002019001",1175278,"CA","Wastewater","Receiving Collection",114436,133940,,,114436,133940,0,0,0,0,0,0,,,,,"Y",""
"06003014001",1175382,"CA","Wastewater","Receiving Collection",9787,9787,3821,3821,9787,9787,3821,3821,1,1,9787,9787,,,,,"","Y"
"06005082002",1175599,"CA","Wastewater","Receiving Collection",549,765,,,549,765,0,0,1,1,549,765,1,1,549,549,"","Y"
"06005241001",1175728,"CA","Wastewater","Receiving Collection",2250,2913,,,2250,2913,0,0,1,1,2250,2913,1,1,2250,2250,"","Y"
"06005249001",1175733,"CA","Wastewater","Receiving Collection",30330,41400,847,847,30330,41400,847,847,1,1,30330,41400,0.42,0.42,12739,12739,"","Y"
"06009038001",1176076,"CA","Wastewater","Receiving Collection",45723,45723,,,45723,45723,0,0,1,1,45723,45723,0.25,0.25,11431,11431,"","Y"
"06001096001",1175243,"CA","Wastewater","Receiving Collection",775,775,,,775,775,0,0,1,1,775,775,1,1,775,775,"","Y"
"06002042001",1175300,"CA","Wastewater","Receiving Collection",49500,55800,,,49500,55800,0,0,1,1,49500,55800,,,,,"","Y"
"06002044001",1175302,"CA","Wastewater","Receiving Collection",54611,61186,,,54611,61186,0,0,0,0,0,0,,,,,"Y",""
"06002091001",1175343,"CA","Wastewater","Receiving Collection",24649,29312,,,24649,29312,0,0,0,0,0,0,,,,,"Y",""
"06005045001",1175565,"CA","Wastewater","Receiving Collection",1334,1334,9737,15000,1462,1462,10584,15847,1,1,1462,1462,0.1,0.1,146,146,"Y","Y"
"06005054001",1175573,"CA","Wastewater","Receiving Collection",24254,27609,1058,1058,24254,27609,1058,1058,1,1,24254,27609,,,,,"","Y"
"06005322001",1175769,"CA","Wastewater","Receiving Collection",3048,3048,,,3048,3048,0,0,1,1,3048,3048,1,1,3048,3048,"","Y"
"06004029001",1175514,"CA","Wastewater","Receiving Collection",62737,74667,,,62737,74667,0,0,1,1,62737,74667,0.9,0.9,56463,56463,"","Y"
"06005142001",1175663,"CA","Wastewater","Receiving Collection",15840,25200,,,15840,25200,0,0,1,1,15840,25200,1,1,15840,15840,"","Y"
"06005340001",1175776,"CA","Wastewater","Receiving Collection",128,128,847,847,128,128,847,847,0,0,0,0,,,,,"Y",""
"06007014001",1175922,"CA","Wastewater","Receiving Collection",19227,32377,,,19227,32377,0,0,1,1,19227,32377,,,,,"","Y"
"06007029001",1175936,"CA","Wastewater","Receiving Collection",75413,118827,,,75413,118827,0,0,1,1,75413,118827,0,0.2,0,15083,"","Y"
"06008047001",1176001,"CA","Wastewater","Receiving Collection",353,353,1588,1588,353,353,1588,1588,0,0,0,0,,,,,"Y",""
"06001027001",1175195,"CA","Wastewater","Receiving Collection",8100,8460,,,8100,8460,0,0,1,1,8100,8460,0.4,0.4,3240,3240,"","Y"
"06001042001",1175207,"CA","Wastewater","Receiving Collection",6990,7088,,,6990,7088,0,0,1,1,6990,7088,1,1,6990,6990,"","Y"
"06005107001",1175639,"CA","Wastewater","Receiving Collection",35567,35567,,,68642,69317,0,0,0.4,0.4,27457,27727,0.4,0.4,10983,10983,"Y",""
"06005282001",1175749,"CA","Wastewater","Receiving Collection",2116,2430,,,2116,2430,0,0,1,1,2116,2430,1,1,2116,2116,"","Y"
"06005607001",1175831,"CA","Wastewater","Receiving Collection",2381,2381,,,2381,2381,0,0,1,1,2381,2381,1,1,2381,2381,"","Y"
"06009068002",1176092,"CA","Wastewater","Receiving Collection",591,591,,,591,591,0,0,1,1,591,591,1,1,591,591,"","Y"
"06005098002",3479031,"CA","Wastewater","Receiving Collection",0,0,,,21375,22050,0,0,1,1,21375,22050,,,,,"Y","Y"
